hư hại	破坏
bộ trưởng, mục sư	大臣
Đóng trong tầm tay	咫
trong khoảng	左右
Ngoài bộ	系外
Cổ tay	手腕
Tối nay	今宵
Thượng hải	上海
bừa	耰
bế tắc	僵局
Tiếp nhận	接待
đấu tranh	鬥爭
bản nháp	草案
rủi ro	險
sân chơi	運動場
sự phối hợp	组合
Yu	峮
Trung gian	中间
miễn phí	自由
Dựa vào	依托
khổng lồ	龐大
Ye	侔
cày	耩
Trại	營地
Sắp chết	臨終
cuộn	滚
bờ sông	河岸
Súp	羹
theo cách này	如此
mẫu vật	样本
Sôi lên	疠
Mái vòm	圓頂
người Trung Quốc	汉
độ cao	海拔
Trò chơi tại	局於
Điểm tham chiếu	航點
Wei Ji	為紀
khắc	鐫
Dãy núi trung tâm	中央山脈
Sự vụ	事務局
người Pháp	法语
Tính toán	算
Tham gia chính trị	参政
sự phong tỏa	封鎖
độ đàn hồi	彈性
Mới	新設
Yangon	仰光
vu khống	詆
con ếch	青蛙
Còng tay	銬
Năng lượng Hidro	水电
Haimer	海默
tiền vay	貸
Tất cả mọi người	全民
Lân lượt tưng ngươi một	纷纷
Tang Song	唐宋
Witz	维茨
Ban cho	賜予
Jianye	建業
người giúp việc	侍女
diễn viên	投
mức năng lượng	能级
Trả	敉
Tường	墙壁
Hum	呬
Dirk	德克
tiết kiệm	救
Tầm trung	中音
Constantine	君士坦
Bảo hành	保证
tài giỏi	聪明
Áo giáp	装甲
xe tải	貨車
Xuất tinh	暨
đồ cổ	古董
Cơ sở	基層
thẩm phán cấp tỉnh	臬
diệc	鹭
giao tiếp	溝通
Khu phố Tàu	唐人街
Kara	喀喇
Toà thị chính	市府
Đảo	島
Bản nháp	选秀
Nguyên nhân	之故
Album nhạc	音樂專輯
Trưởng sư	大師
tiếng Đức	日耳
đứa trẻ	囝
Dongting	洞庭
Ginza	銀座
kiềm chế cơn giận	眕
đi tiểu	溲
Điều kiện	条款
tinh bột	淀粉
rắc rối	麻烦
Yong	镵
Khó xử	蘯
sau	事後
Trên mặt đất	地上
Azerbaijan	阿塞拜疆
Ủy ban Cải cách và Phát triển	发改委
cuộc sống vĩnh cửu	永生
Chó	獢
Sway	蹅
làm phiền	擾亂
Thu hồi	撤销
Giao dịch mới	新政
con tôm	蝦
Bản sửa đổi	修訂
Quá trình	製程
Giải độc	解毒
lb	磅
Ba giai đoạn	三相
Cánh trái	左翼
Sản xuất hàng loạt	量产
công nhân	工人
Siêu nhân	超人
Quốc tế	国际性
cốt truyện xây dựng	墺
tiết	分泌
nhân viên văn phòng	军官
Tường thuật	敘述
Khara	花剌
Tae	跆
Muridae	鼠科
Sunn	菽
Nhón	掎
thức ăn cho ngựa	秣
tinh thể lỏng	液晶
Mao	懋
Thử nghiệm	审理
Tiệc	飨
Moro	莫洛
Zhengda	正大
Vượt qua	傳球
nỗi buồn	恸
Hanzhong	汉中
sáng	亮
Nhấn mạnh	強調
Giáo xứ	堂區
Không	不可
chào mừng	欢迎
con đường	路径
Tách ra	支隊
Phép tính	計算
máu	衁
Máy bay phản lực	喷气
Noir	輒
Carlo	卡洛
Wei	溈
Shawan	沙灣
Tony	東尼
Li	髎
bắn từ một gốc cây cũ	櫱
Thành phố quảng châu	廣州市
giày	舄
giấy phép	許可證
Ứng cử viên	候選
Súng ngắn	霰彈槍
Chuyển giao	调入
lao động	勞
B.C.	公元前
Chua cay	挞
phong cách Trung Quốc	中式
óc	腦
Tỉnh Long	龙省
Đa phương	多方
Có	有化
Rhine	莱茵
Ma	瑪
Melbourne	墨尔本
ghế	座
Bán	賣出
dữ dội	剧烈
Chọn một quả sữa trứng	選庶吉士
Chính quyền quận	县政府
Soth	索斯
Xăm hình	饻
Viết thư cho	寫給
Ba Tư	波斯
duyên hải	海岸
lịch	历
tư thế	姿
Căn cứ	基数
Gens	更斯
từ thời cổ đại	自古
Spa	斯巴
nghe	听取
Viện nghiên cứu	研究院
mùa mưa	雨季
đùi	髀
độc nhất	独特
Jialing	嘉陵
một nhỏ	一個小
Huashan	華山
Hàng trăm	上百
King Wen	文王
máy trạm	工作站
Phố núi	山市
viêm gan	肝炎
phân cực	极性
Song Renzong	宋仁宗
Vách ngăn	分区
Phỏng vấn	訪談
Nhận vào	入學
Con mèo	獑
Xi	曦
Khu vực đặc biệt	專區
đá hoa cương	花岗岩
Gyatso	嘉措
Giai thoại	逸事
chủ nhật	周日
Ling	媻
Nhiều	多項
Cứu hộ	救助
Truyền cảm hứng	鼓舞
Tường thành	城墙
cẩn thận	仔细
Hàng rào	围墙
Bộ Trưởng Bộ Ngoại Giao	外交部长
áo giáp	鎧
Shan	龂
hội thoại	對話
Zhao	曌
Hoffman	霍夫曼
dẫn đến	招致
Denny	丁尼
Toledo	托莱多
chặt	斫
Được liệt kê là	列為
tu viện	修道院
một mình	单独
Họ sẽ	牠們會
Dốt	昧
cá nhân	个别
Tan	曇
tùy nghi	酌
Khó xử	狽
Polly	波利
Thử	逞
một lần	一度
tối	闇
Giáo lý	主義
Thiểm	陝
Nhọn	有指
hầm	窨
opera	歌剧院
Chín hai	九二
Lớp thứ hai	二甲
Thờ cúng	參拜
Hakka	客語
Dự luật	命題
đường dài	長途
bóng nước	水球
Nguyên nhân	致使
Reuters	路透
Làm hòa	言和
Sự phosphoryl hóa	磷酸化
cây thông	喬木
lương chính thức	糈
mọi nơi	到處
Dấu vết	微量
gửi	寄
Yu	妺
Dệt	編成
Động cơ	电机
biến thể	變種
Sau	後以
ngoại giao	外交
Aragorn	亞拉岡
Jing là	經是
Năm dài	長年
chiến lược	戰略
âm lượng	体积
ghẻ	疥
Gà trống	胩
quạt	煽
lỗi	誤
rồng	虯
Eti	艾蒂
ngưng tụ	缩合
sự vội vàng	勷
Đối với Xing	為興
Shan	鯱
khá	颇
mua	购买
Nawate	畷
Jiu Long Tang	九龍塘
Khóa	齙
Cheng	丩
Di chuyển và hợp nhất	動並
đặt	摆
Chiên	煎
Kinh nghiệm	心得
Âm	阤
Phòng Đảng	黨部
Tin tức	新闻
Bị nghẹt mũi	脷
Maryland	马里兰
Khác với	别于
Cây thì là	耵
tâm lý	心理
Phong bì	分封
Biến cố	事發
Bậc thầy	當家
giải cứu	解救
Kéo dài	佇
Giáo viên cho	師為
thói quen	習慣
Yuxiang	玉祥
thiếu sót	缺
Giải vô địch thế giới	世锦赛
Haute-Marne	上马恩省
Thẩm quyền	職權
nỗi buồn	慟
Quyền lực Nhà nước	國電
Dép xăng đan	屦
dap xe	騎
Quay lại	折返
thân thiện	友善
Neptunium	镎
Lực lượng sản xuất	生產力
bịp bợm	巃
Winge	温哥
Xuân	諿
Ngốc nghếch	枆
Xin'an	新安
Yun	郚
chim cun cút	鶉
km	粁
cứu trợ	解脫
bao kiếm	鞞
Phân họ	亚科
khắc đá	石雕
vật	物體
Hara	哈拉
Rein	繮
Đánh	安打
Dòng điện xoay chiều	交流电
ổn định	稳定
Ashton	阿士東
Nian	拹
bảo tồn	饯
Liều lượng	用量
Sân trong bí mật	密院
Fuji	不二
đồng tính luyến ái	同性
Gia đình giàu có	富家
Học viện khoa học	科学院
Lạch nhỏ	澥
kiện cáo	官司
bát	杅
áo choàng	帔
Vic	维克
Máy chơi game	遊戲機
sửa	葺
Lưỡng cực	两极
Sôi lên	擆
Sóc	蝪
Sơn	作畫
khoáng sản	矿产
lịch Trung Quốc	中國歷
Căn cứ	大本营
hộ chiếu	簽證
sức mạnh khổng lồ	屭
Rick	瑞克
Seville	塞维利亚
Năm thời gian	时年
Chạy	犇
Robin	鴝
Tuân thủ	遵從
xe hơi	車
Phương trình vi phân	微分方程
Sơn	繪
Yelu	耶律
kết luận	締結
Mặt trận thống nhất	统一战线
Hai chiều	雙向
Tiao	沞
Li	黎
Sau khi tốt nghiệp	毕业后
cái nút	鈕
Sol	索尔
Khu mục vụ	牧區
Hàng đầu	頂級
vui mừng	高兴
Phê chuẩn	处分
Cả hai với	都與
Từ	来自于
Ao	翱
Pao	捣
Chen's	陈氏
Ho	穂
Sự vụ	事務
lông thú	裘
chiếm đóng	占领
xung quanh	周围
Madrid	馬德里
Công thức cố định	定式
tàu tuần dương	巡洋舰
đặc tính	特征
Một góc	一角
Âm	黇
lượt xem	景色
con chuột túi	袋鼠
Ở đằng trước	前朝
Galliman	加里曼
Nokia	诺基亚
Yongfu	永福
Dinh thự	府第
Không vui	恴
chịu	承受
Fen	汻
Giết chết	擊殺
Ye	賙
Đảng và chính phủ	党政
Giết chết	殺傷
Bang	旍
Guam	關島
Bàn đạp	腳踏
Và khi	與當
Phiền muộn	蕭條
Kẻ cướp	剿匪
Uzi	烏茲
Mexico	墨西哥
Kim giờ	時針
Xu hướng tư tưởng	思潮
Luật học	法理
Xem	看著
Bướng bỉnh	壄
Chết	遇难
Cuộc đình công	絕食
Duyên dáng	颋
lớn lên	壮大
Nó cũng	這也
cầu trượt	滑落
Âm	缒
nâu	棕色
Đầu tiên	首先
Người Đài Loan	台灣人
Như Lai	如來藏
ý kiến	见解
Trái đất	土
Ôn	雯
Sự trừng phạt	處罰
Jiahe	嘉禾
nheo mắt	眯
găng tay	手套
thở dài	嗟
Bị giết	罹難
Kéo đi	拉开
Gù	烕
Danh sách	列表
Tiếng Uzbek	乌兹别
Không bắt buộc	為選
Sang trọng	奢侈品
Đảng xã hội chủ nghĩa	社会党
Hu	縦
Người da trắng	白人
Nhiều hơn và nhiều hơn nữa	越来越
bản văn	正文
Đảng đầu tiên của mọi người	親民黨
Pru	普鲁
Quan	铨
Đã đến	傳來
chi nhánh	枝
vui mừng	高興
Đề cương	大纲
rau bina	菠
Dũng cảm	大膽
ra đa	雷達
Mitsubishi	三菱
Gương	镜像
Haihe	海河
trận đánh	戰鬥
Quan thoại	国语
tổ	築巢
Texas	德克薩斯
Nhầm lẫn	讘
bộ trưởng, mục sư	部長
Sàn nhà	层
Singapore	新加坡
Tài chính	財經
đệm	緩衝
Va cho	並為
Nantong	南通
chuyến bay	航班
Des	得斯
người chồng	夫
Đảo Đông	島東
Cá	鳿
ngón tay cái	拇
Trò chơi duy nhất	單場
Ender	恩德
Chiến công quân sự	战功
Miêu tả	描繪
Kiêu ngạo	詣
xem	看到
Một chi	一屬
Min	闵
Giao lộ	交界处
Bismarck	俾斯麦
Di chuyển	為動
khe	壑
nhân viên	人员
Ima	伊玛
Hakone	箱根
Cũ	耋
Công trình công cộng	工務
Yu	朥
Cochin	交趾
Áo choàng ngoài	袇
Đại học tư thục	私立大學
trả lại	償還
Khác 0	非零
curium	锔
Hoàng đế	皇
Chengguan	城关
Ye	燁
Lá số tử vi	占星
kè	堤防
Giữ chức vụ	任職
Đường dây trực tiếp	直系
Atlanta	亞特蘭
xoắn	绞
Lá giữa	中葉
Bán cho	賣給
âm dương	阴
thân thiện	友好
đề nghị	提议
Jianying	剑英
Ke	轲
thuật bói toán	珓
cố gắng	试图
Bề mặt cong	曲面
Vị trí là	位置為
Timothy	提摩
trận đánh	战斗
Xiang	芗
Solon	索倫
Chủng viện	神學院
che	掩护
Đốm đen	黑斑
táo	苹
Sán Đầu	汕头
Đã xác nhận	確診
Salo	萨罗
âm nhạc	音乐剧
Hợp tác	協同
khắp	各處
niobium	鈮
không kiên quyết	徘
Quận He	賀縣
cấp độ	層次
Sự công bằng	正义
loạng choạng	交錯
thô	粗暴
ảnh chụp	照相
Nhóm nhỏ	小群
ở ngoài	外面
tóc đen rậm	鬒
Tường	壁
Kỷ Phấn trắng	堊紀
kết lại	揫
Chắc chắn xảy ra	不可避免
Quạt	璠
Cuộc họp	該會
Kéo dài	伫
nồi nấu kim loại	堝
Mặt trăng	月球
hạm đội	船隊
Tong	漼
tim	內心
điện trường	電場
Làng	砦
chim cánh cụt	企鵝
Li	槥
Và đất nước	及國
Sông Jialing	嘉陵江
Tp.	州市
Phượng Hoàng	凤凰
công việc nội bộ	内政
ngôi đền	鬢
John	约翰
Bỏ lỡ	未及
Nhân viên văn phòng	幹事
Kiev	基輔
Mới Hampshire	新罕布什
Longtan	龙潭
Chuyên nghiệp	業家
Ngắn hơn	較短
Vón cục	丛
Phản cách mạng	反革命
mô hình	模型
lá thư	信件
không nhận ra	惝
Bóng chày	蛳
bù lại	抵消
Thành phố Thái Nguyên	太原市
Pule	普莱
Chạy vào	碰上
Của	的屬
Khi đứng	站時
khí tượng	气象
Què	阸
Nhớ lại	記
Sức mạnh	力度
Quận	特郡
Siya	西雅
Trụ sở chính	總部設
Vẽ tranh	沊
Bướng bỉnh	輄
Người ăn	食者
khắp thế giới	世界性
Than van	廄
nghịch đảo	逆
Khí đạo	航路
người lao động	靸
Jiang Zhongzheng	蔣中正
Hui	珹
Bốn mặt trận	四方面军
chính xác	纠
Liếm	利克
dự trữ	后备
Wude	武德
Nhỏ	小型
trên toàn thế giới	全世界
Xe đua	賽車
đánh	擊中
Batty	巴蒂
Zichan	子产
Sự công bằng	公道
Tên	名义
tải	裝載
Anh chị em họ	堂弟
Kaiser	凯瑟
Con rùa	鳑
Cung và tên	弓箭
đáng kể	可觀
Pháo đài	斯堡
Đáng tin cậy	可信
Người Croatia	克族
gần đây	近來
Maiga	買加
lò phản ứng	反应堆
vội vàng	匆
Shan Tou	汕头市
lúa mì	小麥
trưởng thành	成熟
cái sau	后者
Tham dự	参
Theo sát	后续
Jesus	耶穌
Eocen	始新世
chit Chat	嗹
Âm	玀
Chủ nghĩa dân tộc	民族主义
Zhao Guo	趙國
Có động cơ	摩托化
Jiao	譌
Cử nhân	學士
đường phố	街頭
Chiên	炸
Thở dài	儑
Mian	沔
Xoay	昖
Geller	格勒
Quà tặng	赠
Số ba	三個
Sienna	譝
ống sáo	龠
nội bộ	内部
Soạn thảo	起草
Tải về	装
Khu vực thành thị	市區
Hai ngôi nhà	两院
Mập	膣
Yu	簀
Chế độ phong kiến	封建制度
âm dương	陰陽
Nhập ngũ	參軍
Yêu cầu giúp đỡ	求助
Mảnh vỡ	碎片
Mingde	明德
ghen tuông	妬
Si	鷩
Xô	漵
Hu	艿
Liberty Times	自由時報
trái cây	果
ranh mãnh	诡
Tiêu	斥資
Lỗ hổng	隙
Hú	啸
nếu không thì	否则
Zhao	肇
Acrylic	丙烯
gà con	鶵
Cơ học	力學
Ụt	蒬
con đom đóm	萤
Thám hiểm	远征军
chồi non	萌芽
Kích nổ	引爆
Kiềm chế	制性
phía sau	背後
khác giới	異性
giá bán	價錢
Yu	妤
Phần bổ sung	增补
trừu tượng	抽象
Nguồn cung cấp	物资
Thuế	稅
nhẫn	環狀
không gian	篇幅
Ozo	大藏
Chai	箾
ủng hộ	擁護
Xe cộ	輛
Giáo viên	师资
uống nhiều	酺
Đặc biệt	特輯
quân đội	军用
Dũng cảm	粗體
Bắt buộc	强制
gặp	遇見
tranh luận	争论
thời gian thực	实时
hoàng thổ	黄土
Nghi can	疑犯
Đến và đi	來越
xã hội	群居
Lĩnh Nam	嶺南
sỏi	石头
Đạo sĩ	道主
Vu khống	诇
cảnh sát	警方
Serbia	塞尔维亚
tiếng nói	呼声
Grate	鯦
Trường đại học bình thường	师范学院
Chữa khỏi	治病
Lou và	樓及
Mach lẻo	八卦
Rơi vào	落於
Sumata	苏门答
Đồng hồ đeo tay	手錶
Ling	廞
đồ sứ	瓷
Queer	侫
đầy đủ	充足
Dự trữ	蕴藏量
Nhà câu lạc bộ	会所
Saki	埼
Chỉ với	僅以
Stilbene	芪
hàng hóa	商品
Mờ nhạt	満
cách phát âm	发音
Thành lập	成立
Leizhou	雷州
người độc thân	單打
Chúng tôi	顷
sự căng thẳng, quá tải	應變
sáng sớm	清晨
Nat	纳特
Di cảo tên	諡號
Nicea	尼西亚
kilomet vuông	平方千米
Bang / quận	州区
Nghiên cứu	调研
Peru	秘鲁
kinh doanh	商业
vắt kiệt	挤
Shau	沙烏
đánh bắt cá	釣魚
Nơi ở ban đầu	原住
đặt	襬
giỏ để căng thẳng	篘
Lawrence	羅倫斯
Phút	分
chải	拂
Laiwu	莱芜
Ho	浩
chung	聯合
Đừng	別為
Nha khoa	牙科
Rừng lá rộng	阔叶林
pao	镑
vui mừng	快乐
Đẹp	尼斯
Nhón	搫
Khu vực đặc biệt	专区
Fen	葨
Viện kiểm sát	察院
cảm tạ	感謝
Tàu	號艦
Ming	暚
Usher vào	迎来
Ủy ban bầu cử	選委
Công ty con	子公司
Mở kinh	開經
bàn luận	討論
Zhili	直隶
Đứng lên	矗立
riêng tư	私营
Cung hoàng đạo	黄道
Ăn	進食
đồng vị	同位素
Genghis	成吉思
Con đường Tơ Lụa	丝绸之路
Khác thường	反常
Sau đó	此后
đôi pho vơi	处理
Herman	赫尔曼
thoát ra	竭
Gấu lớn	大熊
Lũ lụt	水患
tuyệt vọng	绝望
chỉ	曬
Phong sơn	鳳山
Tự vệ	自衛
bí mật	秘
nổi bật	卓著
nghiệp dư	业余
Nơi cố định	定地
chuyến đi	绊
nhàn rỗi	閒
Knock xuống	推倒
cài đặt	安装
Cuộc thi	賽項
Rong	镕
phi tiêu	镖
Quan thoại	文華
Câu lạc bộ thanh niên	青年会
Sau đó	隨後
cây cung	弓
Li	苈
Neville	内维尔
lời nói	名言
Được	获
Với	帶有
Văn Miếu Quốc Tử Giám	文庙
Sau	后以
Inch	英吋
Kiên quyết	堅決
Taint	膢
cửa sông	江口
Xinh đẹp	葊
thờ cúng	崇
Thích	喜好
hợp lý	有理
Pang	厖
Dân thường	老百姓
trận chung kết	決賽
Hutu	呼图
Bắc Triều Tiên	朝鲜
mỡ lợn	腯
Ôn Châu	温州
Yak	犛
Jing	兢
Sri Lanka	斯里兰卡
Cho chết	賜死
tiếng nói	呼聲
Sông nội địa	内河
Áo-Hung	奧匈
Độ dài dòng	線長
Papua	巴布亚
Áo choàng ngoài	褄
Đội	隊伍
Một số	數個
Chi	篪
vu khống	讒
Thời gian	時許
Li Zongren	李宗仁
Tiến lên	常见于
Có liên quan	相关
Hoạt động	運作
Tàn phá	讁
chung	關節
Bangladesh	孟加拉国
rò rỉ	泄漏
Xâm lược	侵入
ngày kỷ niệm	週年
Nhạc trưởng	导体
cung điện	宮殿
Sarah	莎拉
sự phá thai	流產
bộ lọc	筛选
Phòng bí mật	密室
săn mùa thu	獀
kỳ thi tuyển sinh đại học	高考
Một thành viên	一員
Người dân địa phương	当地人
vật chất	材料
thủ môn	守门员
Gujarat	古吉拉特
Cannonball	炮弹
tài sản	資產
học thuyết	教義
Tang	骦
Bộ phận vận tải	運輸署
chất lượng	质
Chiến tranh chống Nhật	抗日战争
Tuyển dụng	招聘
Ấm áp	曖
Ngoại quốc	外族
Hera	赫拉
điếc	聵
Tăng	加大
Chuyển đến	遷入
truyền hình nhiều tập	電視劇
Cháu trai	長孫
Miếng	顆
Sâu	蝐
Lankai	蘭開
trưởng nhóm	隊長
Yo	喲
danh hiệu di cảo	諡
Thoát khỏi cái nóng	避暑
lo	担心
Do Thái	猶太
Xianbei	鲜卑
Gõ cửa	磿
Metyl este	甲酯
mười ngày	旬
công viên quốc gia	國家公園
Yên nghỉ	刳
Canthus	眥
động cơ diesel	柴油机
cực kỳ	超
tóm lược	精準
ủng hộ	支撐
Yi	伻
nghị sĩ quốc hội	眾議員
Tình nhân	戀人
xẻng	锹
sự sụp đổ	塌
Đọc lướt	撇
Thiên kiến	偏向
dinh dưỡng	营养
con sông	河川
Sơn	作画
hầu hết	幾乎
Triều đại Tây Chu	西周
giống cái	女性
thối rữa	烂
Cincinnati	辛辛那
Bụng	腩
người chết	死者
Yev	耶夫
Nhằm mục đích để	旨在
Chơi một trò chơi	打比賽
Carthage	迦太基
gì	啊
Mary	瑪利
Alai	阿莱
Cisse	西塞
Caspian	里海
bỏ trốn	逃生
thuần hóa	馴
Dính máu	血性
Đông Âu	東歐
Sự đối xử	疗
Đấu tay đôi	對決
nữ hoàng	女王
Biệt thự	比利亚
Chất ức chế	抑制剂
Cá chim	鰈
Giới thiệu	推介
Toba	托巴
Đóng cọc	摞
Trứng	埃格
Cho ăn	供彈
thành phần	组成部分
theo nghĩa đen	字面
vong linh	本影
bộ	鑲
Tỉnh thanh hải	青海省
thử nghiệm	审讯
tránh xa	逃离
Xấu	蹧
cấp độ	级
ngủ ngon	寐
Ming Chuan	銘傳
Treo	纮
nhát gan	孱
Ping	乒
Bộ Công nghiệp	工业部
khoe khoang	誇
Huanxuan	桓玄
biển phía đông Trung Quốc	東海
Linh hồn	魂
mơ	夢幻
Bắn	射杀
Lá cây	叶子
Sa thải	免职
Chú ý	矚目
Hán Khẩu	汉口
Reel	缫
âm thanh	聲響
sinh tử	凡人
gần như-	准
Vẽ tranh	汲取
Thua	失
Phát triển, xây dựng	開展
Doujin	同人
Tiêu cực	反面
cá đối	鲻
tháng	月
săn bắn	猎
viện bảo tàng	博物馆
dựa theo	據
đàn áp	壓制
bộ trưởng, mục sư	部长
Cứng đầu	石首
Fulan	富蘭
Đổ	澆
Thay đổi sau	後改
lung lay	荡
Một có	一個有
trai	蚌
Beech	櫸
Ngôn ngữ cử chỉ	手語
độc nhất	獨特
Đo lường	计量
nếu	假若
Yan	剺
rình rập	稈
Giá trị gia tăng	增加值
Khai mạc	开场
antimon	锑
thụ động	被動
Người ngoài hành tinh	异形
gậy	棍
Cả hai	兼有
Thời gian xây dựng	工期
Chiết giang	浙
Mục tiêu	进球
Đường sắt	鐵路線
Chia	劃分
gia tộc hoàng gia	宗室
kháng cự	抵制
Jian	澗
Công việc bán thời gian	打工
Mới	新
Hàng đầu	巔
Tian	闘
Tut	嘖
Hạt Sen	森縣
bệnh kiết lỵ	痢
Ngôn ngữ lập trình	编程语言
ghét	瘅
đi lại	徜
Giữa	介乎
Đường lớn	大路
Toyota	丰田
tình nhân	姘
Hoa và trái cây	花果
thuê	賃
Bang	擗
Gọi là	称为
Âm	饉
Shipborne	艦載
mang	鰓
Báo chí	報社
Tổng cục Hậu cần	总后勤部
Kinh dị	驚悚
mở mắt ra	睁
nhân đạo	人道
rắc rối	憒
Sân khấu âm nhạc	樂壇
Những người này	这些
Taupe	灰褐色
Chiếm lấy	擷
Vỏ	殼類
Đường giữa	中線
Baisha	白沙
Sơn	涂
Nổi tiếng	周知
Thành phố Brook	溪市
Cuộc thi	角逐
Láng giềng đông	東鄰
Jian	蘽
Ming	扺
Que	鴙
Quân đội Liên Xô	苏军
kẻ xâm lược	侵略者
Thu phí	收费
Vợ lẽ	妻妾
Nhọn	犀利
Nhưng	乃是
Yang Zhen	阳镇
Nhà nước	该州
Chuyển đến	移入
Tạm biệt	掰
Ergan	爾幹
thợ rèn	斯密
trình độ	度
Địa điểm	场地
Kế tiếp	下議
Kiềm chế	敛
Siha	西哈
Bốn đội quân	四军
Xi	顚
Đối lập	對黨
lượng mưa	沉淀
số nguyên tố	質數
Bệnh dịch	流行病
Có một	哈薩
nước Anh	英格蘭
Phân tích	析
Tiếng Slavic	斯拉夫
hoa hướng dương	葵
Thủ môn	守门
quân đội	陆军
Shan	珊
Khỏe mạnh	健
Jinshi	进士
Puy de Dôme	多姆山省
chim ác là	鵲
hội đồng	议局
Kích hoạt	启用
nhật thực	日食
Rìa	飂
làn da	肤
Yanshan	燕山
cắt cổ họng	刎
Ren	価
Huh	唣
Khi nó kết thúc	結束時
thủ đô	資本
Ở trong trường	留校
Một lát sau	後會
Nhiếp ảnh gia	摄影师
Đã xuất hiện	經出現
Chúng tôi sẽ	們會
Thiết bị đầu cuối	终点站
nhấn	摁
hôi	臭
con thằn lằn	蜥蜴
Hẹn dài	長約
nhổ lông	搊
con mồi	猎物
Là	被
Axit amin	氨基酸
Chi	驰
Quyết tâm	懾
Điểm	要點
Yu Shi	於世
Khởi xướng	发起
Nick	尼克
Tế Nam	济南
Phân biệt đối xử	歧視
Sau nguyên nhân	後因
Lo lắng	惦
chăn nuôi	家畜
lấy	挐
Xanh hóa	綠化
ở gần	迩
Emma	埃马
Ăn cướp	劫
qua nối chồng	重叠
Có thật không	真的
nhiều lần	屡次
thang	梯
Khó xử	怊
Ngành kiến ​​trúc	架构
bánh trứng	吉士
Dài	茮
kết thúc	终
Thế kỷ sau	世紀後
Tiếng ba tư	波斯人
bạch kim	鉑
đặt	擺
Tính cách	字元
Trục	轉軸
William II	威廉二世
Fengyuan	豐原
phát biểu	演说
Ba độ	三度
Người thực	真人
Hai dòng	兩線
chán	劖
dừng lại	罢
biển sâu	深海
Dia	迪亞
ôm hôn	擁抱
Xác tàu	失事
Nghịch ngợm	佮
Năm nay	本年
Edward	爱德华
hoàng hôn	黃昏
Thông thoáng	晳
Simon	西蒙
Thẩm phán quận	縣知縣
săn bắn	狩獵
Máy quay video	影機
thành nội	敕
lông thú	皮毛
rừng	树林
Hầu hết	多為
Beacon	僽
Peng	胊
Lịch sử hiện đại	近代史
Sox đỏ	紅襪
mua chuộc	賂
lão Tử	老子
chứng điên cuồng	蠱
Laohan	老山
mặn	咸
đặt hàng trước	預購
Bộ nội vụ	务部
PV	報員
hữu nghị	交情
Háu ăn	餖
Phiến quân	义军
nhân nhượng	安抚
hệ thống	系统
Hai ngày	二日
rang	炰
Lúa mạch	栍
Oh	奥
Andel	安德尔
ủng hộ	养
Ori	奥里
hàng xóm	鄰居
Làm kinh doanh	经商
nhanh nhẹn	遫
Ga Shinjuku	新宿站
Bị đánh bại	兵敗
Nhấn giữ	捺
gói hàng	包装
Thương tiếc	悼念
vội vàng	怱
ôn tập	回顾
Huang Tai Chi	皇太极
Hoàng	柹
sự hối tiếc	懊
cao	颀
Tổng dân số	总人口
từ chức	辭職
Thế giới quan	世界观
Yao	堯
Thứ hai	其二
Kiệt sức	尽
thổ ngữ	方言
Từ	来源于
gạch chéo	剸
chống lại	针对
Epiphysis	骺
Đứng lên	立者
Ding Chou	丁丑
Blog	博客
Vô cùng	極為
Lịch sử nhà Minh	明史
cô	婶
thị trưởng	市長
Salvador	萨尔瓦多
Điều khoản khác	杂
Bắc Tân Cương	北疆
Quay lại	回回
Phần cứng	硬體
Phòng giao dịch	務局
Tiếng Mã Lai	马来人
Hình ảnh	形象
xoay	繙
Gia Cát Lượng	諸葛亮
Chắc chắn	坚固
Jerusalem	耶路撒
Địa ốc	房产
Kai	闓
Lei	瞾
Trung tâm	中部
Hãy yên lặng	安静
trắng	皚
tiền bạc	钱
thị trấn	镇区
bạo kích	危急
Erich	埃里希
ve sầu	蟪
nhà tù	獄
sự trả thù	報仇
Bản địa hóa	地化
nghẹt mũi	鼽
Margaret	玛格丽特
Xương đùi	股骨
lộ trình	航線
xoay	輪流
Đã kết nối	相連
Maria	马里亚
Quốc tịch Đồng	侗族
Rong	珫
Nửa cuối năm	下半年
Ai	艾
Máy nhuộm	代尔
Litz	利茨
khuyên nhủ	勸
Xi	羲
trường đại học	大学
nói	说话
