Thành phố	市町村
Phiền muộn	瞗
Shao	鯏
cung điện	殿堂
Vũ trụ	乾坤
Quay lại	後轉
Thẳng đứng	正直
Lô hàng	批
ngai vàng	寶座
trái cam	橙色
ngã tư	十字路口
đáy	底
Vé cao	高票
Hải cảng	港灣
lười biếng	嬾
Hảo	暠
Thùng rác	斌
Hết	出乎
Đồng hồ đeo tay	觀看
Toronto	多伦多
ung thư	癌
chim	鳥
sự tin tưởng	信念
bỏ rơi	朅
Nhiều thứ	物
Bao	萨克
Lu	滧
Qingjiang	清江
Gu	崮
leo	攀
ngủ nướng	位於
Lạm phát	貨膨脹
Bahrain	巴林
Tianshi	田市
Mao	茆
nốt ruồi	鼢
Chuyên gia	專科
thuê	出租
sự vi phạm	違反
ngang	橫
Kỹ thuật số	數碼
Issa	伊莎
Máy trục	克蘭
Đến	蕀
xa	远
Thư ký	書記
Quân đội	军部
Tennessee	田纳
Linh hồn	心灵
Phần Lan	芬兰
Chán	膛
Sắp chết	临终
Yi	峄
Shunji	順治
Cá cơm	鳮
ngốc nghếch	笨
Dazhou	達州
Cố gắng lên	盡量
Bố trí	版面
Miyaka	宫中
Quả cầu	球体
Asahi	朝日
Đông Phi	東非
uy tín	声望
Duyệt qua	浏
Hami	哈密
Chạy	潤
trọng tài	裁判
Stu	斯圖
Truyên thông	传统
chuyển khoản	轉職
Cá cha	父魚
Yu	顗
câu đố	謎
Quận Ke	克县
Chơi chữ	牪
thần kinh	神经
Zhu	苽
Hạ gục	拿下
Tang	郻
Posterity	後世
Giảm giá	买卖
Các tập	劇集
cân bằng	均衡
phép lịch sự	禮儀
Mo	莫
Tiểu bang đông	州東
Bắt chước	倣
Chết	遇難
cái cốc	觶
Xây dựng	厦
Tìm thấy	查找
Bi	濞
Dựa vào	凭借
Gary	加里
mùi thịt cừu	膻
Theo dõi	追查
bạn	你
học bổng	奖学金
lũ lụt	洪水
bộ	套
Quốc gia	民族
hát	唱
Li'an	利安
Sự giàu có	富貴
Shan	鯾
Nhanh	迅
Đánh vần	拼
Phim tài liệu	纪录片
Mọi người	人民
Chiến tranh	大战
Đau khổ	受害
rút ra	揄
Né tránh	道奇
giám đốc	理事
Istan	伊斯坦
Sui	隋
Náo loạn dân sự	民變
Để nó đi	任其
Đi họp	上會
Hai lớp	雙層
Xa Xăm	远远
chuyên nghành	專門
Trong miệng	口中
Thể loại	曲風
Năm ngoái	上年
tập trung	集中
hai	二
Quận Ne	讷区
Xâm lược Trung Quốc	侵华
Một nguyên tử hydro	氢原子
chuyên chở	傳達
Ghi chép lịch sử	史記
gáo	杓
Lan Guo	蘭國
Đôi pho vơi	对付
lừa dối	譎
Đồ đá	炻
Trạm thủy điện	水电站
Chữ ký	署名
Thuê	聘用
Đi đến quyết định	來決
Phấn đấu	争取
Qatar	卡塔尔
Giáo sĩ	神职人员
điện thoại	電話
Vịnh Discovery	愉景灣
Hội trường tổ tiên	祠堂
hafnium	鉿
lực lượng	逼迫
Vươn xa	深遠
Cologne	科隆
tội phạm	刑事
Xinchang	新昌
Châu Âu	欧洲
cm	厘米
Tây tạng	藏傳
Berkeley	伯克利
hình phạt	刑罚
Nghèo	逊
cử tri	选民
Hở	诶
câu hỏi	質疑
đạo đức	倫理
Tachibana	立花
hậu tố	后缀
Bực bội	怴
Hube	户部
đan lát	篳
cừu	羔
Sau đó	則以
Tiếp tục	續進
Sóng hấp dẫn	引力波
Một vài	毫
Huấn luyện	輔導
Wu	烏
Tân Hoa Xã	新华
Cùng nhau xây dựng	共建
Tiêu	度過
Longxi	陇西
rèm trong xe	幨
mục đích	瞄準
Xi	憖
Naruto	火影
Vấn đề	頒發
Trang Chủ	家園
Khu vực này	此區
báo thức	警报
Yu	顕
mơ	梦
sự phát triển	进化
sự sụp đổ	瓦解
Nhà ngoại giao	外交家
Đồ khốn	鲊
Cuối năm	年尾
Nhân dân nhật báo	人民日报
dựa vào	依賴
Lớp học	綱
Chuanshi	川市
bạch Mã	骠
không đồng nhất	异构
cây bút	筆
Cơ động	機動
chim chích chòe than	鶯
Tự bảo vệ	自保
Bayu	鲅
Cao cấp	高档
Ngày tiếp theo	隔天
đặt	搁
Thương tiếc	殇
xếp hàng	阵容
Máy bay quân sự	軍機
Âm	禐
Diễn viên chính	主演
Hun	鋋
Hệ thống nước	水系
Trung Quốc TV	華視
Lương tâm	良知
Bavari	巴伐
Li	坜
Chia tay	掲
bỏ cuộc	捨棄
Tháng đầu tiên	正月
xoắn lại	跧
con lửng	貆
Con rắn	蛇科
kg	千克
Suy sụp	攕
Thành phố Trịnh Châu	郑州市
Song Yuan	宋元
Lào	娯
chông chênh	傞
Đất	壤
Gou	苟
Bóng chày chuyên nghiệp	職棒
mơ hồ	含糊
dây	缗
Sau đó	遂
Người nước ngoài	外國人
Gia ban	售價
Và và	並和
Liên tiếp	历任
Lande	朗德
Sekihara	關原
điện tử	電子
Shin	脛
Wan	闋
miệng	口头
sự phát triển	演化
Thức ăn thừa	剩
Đầu ngựa	馬頭
Làm nhiệm vụ	執勤
chuyên môn	專責
Ý định ban đầu	本意
Người giúp việc	媭
Để kỷ niệm	為慶
Chuyển tới	轉往
Cởi trói	解開
lập dị	淫
Quân đội	大军
nòng nọc	蚪
chất lượng	質量
Vịnh mỏ đá	鰂魚涌
mở	敞
Gothenburg	哥德堡
bát	钵
Giá cả	費用
Chuyến thăm	到訪
Dài	耢
Constantinople	君士坦丁堡
Mêtan	甲烷
đào tạo	訓練
Bảng xếp hạng	排行榜
liếm	餂
Yên tĩnh	蛤科
Mặt trời mọc	旭日
Mossan	莫桑
Đồng minh	同盟国
hen suyễn	喘
Hân Hân	韩寒
Bay bổng	高漲
Vua Tần	秦王
khám phá	探索
Tan	鑯
Tiếp xúc	洽
Không	無
Báo chí	报社
ba mươi chín	三十九
Ngoại ô phía nam	南郊
Mảnh vụn	屑
giày da	鞮
con đường	之路
bất tiện	不便
Đôi nữ	女双
kẻ ám sát	刺客
Hạ cấp	降格
chinh no	自身
Với	與該
trả lại	偿还
U ám	鬱
Đỉnh	峰值
Chết tiệt	蘛
Tiền vay	外借
cống vật	貢
Ngừng	停產
Teco	特科
Hu	牤
Cá rô	鱸亞
khảo cổ học	考古
Đối với	為在
Cassander	卡山德
nói dối	誑
Dài	泚
Vĩnh Khang	永康
thường xuyênnếm thử	往往嘗
Dành riêng cho	献给
Quan	鮘
Giả vờ	搪
phòng không	防空
để không	以免
Hội trường tưởng niệm	纪念堂
Lớp học	階層
sử dụng	利用
Xấu hổ	赩
Chết trong trận chiến	戰死
hư hại	損傷
Thứ hai	次级
Du học	留學
Tes	特斯
Sự lão hóa	老化
Danh pháp	命名法
sốc	震动
nâng cao	预先
Xuống dưới dạng	下為
Massachusetts	薩諸
đậu	豆
trong quá khứ	以往
tim	心臟
Chiều dài là	長度為
Eizong	英宗
nộp hồ sơ	归顺
Photon	光子
Baishan	白山
Giai cấp tư sản	資產階級
lái xe	敺
Khánh thành	创刊
Hu	喿
Shicai	世才
Cứu giúp	幫助
viết	撰写
Tại đó	在該
con dê	山羊
Dòng chính	正线
van	閥
vỏ của ấm ba chân	鼏
Chu	莸
Tích cực	正向
ăn năn	忏
Kai	锴
Trường hợp	案例
đường đi bộ	人行道
tuổi thọ	长寿
xấu	惡劣
Cistanche	苁
Đặt trên	書於
hoạt động	活性
tác dụng phụ	副作用
Cửa hàng	精品
Tê liệt	癱
Cộng sản	共产党员
Gạo nếp	醤
Dài	瓏
thiên tai	殃
Bộ sưu tập	典藏
hội họa và thư pháp	书画
Chúa vĩ đại	大神
Tám	八大
Tháng sáu	俊
Jacob	雅各布
Kết án	判處
Độ C	攝氏
thở dài	嘆
Mingdi	明帝
sản xuất	生产
khen ngợi	稱讚
Kiêu ngạo	旃
Quản trị	治所
tiêu đề	称谓
Ye	俒
Azulene	薁
Không khí	艾尔
Của tôi	水雷
Liu Mingchuan	劉銘傳
Chế biến gỗ	木工
Con khỉ đột	大猩猩
Lương thực	主食
Diode	二極體
điếc	聾
Lợi nhuận	獲利
thế hệ	代
mặt trời	孫
công viên	園區
nhãn cầu	眼球
Polo	波羅
trẻ sơ sinh	新生
Taki	滝
Pháo đài	堡壘
Qi	秢
trang điểm	诌
Axit photphoric	磷酸
Westminster	威斯敏
TV không dây	無線電視
ngập úng	涝
giải quyết	置地
dự trữ	储备
khí ga	加油站
Bình	盆
Phong cách chơi	打法
Ờ	洱
Sao Hoả	战神
Vids	西元
trường học	學派
Liền kề	毗邻
Đội tuyển trẻ	青年队
cánh đồng	田野
Cuộc sống riêng tư	私生活
có lẽ	或許
Gothic	哥特
Xác chết	尸体
quân đội	兵力
Đời sống	命
du lịch	游历
cá nhân	親身
Suối	流的
tính toán	筭
Cho Han	為漢
Sau khi rời đi	出後
Tong	鼗
Ấp Lôi Châu	鴨脷洲
Với Xu	與許
con mắt	眼
Haute-Garonne	上加龙省
ung thư	癌症
Nghiêm khắc	為嚴
tập thể	集体
Chủ tịch	主任委员
Giữ	握有
thông qua	途經
sau đó	当年
Hẹn hò	拍拖
chuyến thăm	訪
Ba mươi hai	三十二
Sau Ji	紀後
Dia	地亞
Sự phẫn nộ	憤怒
Dakota	达科他州
Xe chung	聯車
ghẻ	鬁
Nước Tần	秦國
nhiều lần	再三
Suy sụp	悳
Gương mẫu	示范性
Tất cả	遍布
lừa	戲法
Bị giết	被殺
bàn thờ	壇
Nhượng bộ	特许
Khối	阻隔
ngốc nghếch	蠢
Zhan	枬
Khảo sát	勘察
Quân đội Taiping	太平军
Bến tàu	船塢
Âm	妱
bán đảo Malaysia	马来半岛
Cống vật	朝贡
Nhưng điều này	但這
Bị liên lụy	涉案
Được kiểm soát	有制
bị cô lập	孤立
Niên kim	年金
Miễn	免除
củng cố	加強
Tức giận	大怒
nhiều	眾多
Sulcus	疌
Thời chiến	战时
Vấn đề	發放
Bùn	泥沙
cuộc đua	種族
thì thầm	呤
Edo	江戶
Hai mươi tám	二八
cổ điển	古典
Tchaikovsky	柴可夫斯基
có thể	可
Châm ngôn	校训
An toàn	平安
Tịch thu	没收
Tổng tư lệnh	总司令
Jianchang	建昌
Artemisia	蒿
nghèo nàn	贫穷
Tole	托莱
Tiệc	銏
Su	苏
công viên	公園
kháng thể	抗體
Ghét bỏ	谪
Đến Kwa Wan	土瓜灣
Anda	安達
chia sẻ nó	分享
Sản phẩm này	本品
Sof	索夫
Căn cứ	接地
Hạt Ma	馬縣
Bố	琶
Hiệp sĩ	骑士团
Xue	薛
Lu Jun	路军
Từ thiện	慈善機構
Cộng sinh	共生
Thống trị	霸
dịp	場合
Hủy diệt	殲
Chồng cũ	前夫
Bất động sản	物業
Huỷ bỏ	中止
Alice	艾莉絲
Ji	凵
Kwong	邝
hươu xạ	麝
xe ngựa	辂
Thư ký	秘書
mẹ	咪
Tehei	德黑
Thời thơ ấu	小時候
Vội vàng	闖
Toàn bộ	總面
Bất khả chiến bại	不敵
Đội	该队
Vui mừng	訢
thuyền tam bản	舨
Chấm dứt	解約
Công nghiệp nặng	重工業
Indino	吲
China East	中國東
Với cùng	與同
Liên kết	債券
không ký tên	慥
Suy sụp	旔
Ở đâu	該處
Bốn người	四足
Tư tưởng Trạch Đông	泽东思想
Tin tức	消息
qua nối chồng	重疊
Nhón	厐
Trùng Khánh	渝
Đài Bắc	臺北
cuối cùng	最終
Andromeda	仙女座
trình độ	程度
di cư	遷移
Jinshi	進士
Chạy trốn	出走
Xin	馨
Chu	滁
Chúng tôi đúng	們對
ghế đẩu	凳
Ke	恪
Gyeonggi	京畿
Sau đó	則於
Shiraishi	白石
nơi cư trú	住所
phai màu	褪
Làm văng ra	三振
Tường	华尔
Tên	該名
lạy	疐
pháo binh	火炮
Có thể so sánh được	媲美
khói từ sự hy sinh	焄
Chỉ định	指明
Cho mọi người	讓人
Jia	伽
Lin	霖
ký ức	記憶
tiếng Đức	德國第
tất cả	全
Hydrogenase	氢酶
Euclid	欧几里
bờ biển	岸边
Át chủ	艾斯
Zhu	渚
Jiangzhen	江镇
Cháy	燘
Phiên mã	轉錄
Thống đốc	州长
Thiệu Hưng	绍兴
Uy tín	威
Đã chạy	蘭經
bảo trì	保養
Chịu trách nhiệm	负责
Phật sơn	佛山
Xung quanh	繞
Qishan	旗山
Tang	菙
Địa điểm	安放
nấu ăn	煮
nhà máy	工厂
Suzuki	鈴木
đột ngột	奄
Không có gì	无可
Chức vụ	立場
Giả định	設
Máy chơi game	游戏机
Kế vị	嗣位
Dâng trào	急升
sự mở rộng	延期
Ga Bắc Kinh	北京站
tòa tháp cao	高台
Ý nghĩa	谛
Quần đảo	諸島
Cacbon monoxit	一氧化碳
Lịch	历法
Co lại	縮小
Martin	馬丁
Bán hàng	销量
Đông Nhật Bản	東日本
dị dạng	畸形
Tuyến phòng thủ	防線
Surabaya	泗水
phòng tang lễ	殯儀館
hertz	赫兹
Nhà tù	关押
màu tím	紫色
Hu	讠
Gạo nếp	醡
Chính thức hóa	形式化
thầy tu	祭司
Utopia	乌托邦
Nan	覕
Tan Yong	譚詠
Đã đổi tên	改称
Mảng bám	匾
Nhiều hơn và nhiều hơn nữa	越來
Kouzhen	口镇
Goode	古德
Bắn	拍攝
cực	極端
gia đình	家庭
Yếu	弱勢
Cây thuốc phiện	甖
Hoa loa kèn	鹝
Tỉnh Shiga	滋賀縣
Cá bơn	鮃
Đọc to	宣讀
Cá chim	鲽
kho	囷
thứ hai	第二
Trung gian	调停
đảng cầm quyền	执政党
Holstein	荷尔斯泰
kỹ lưỡng	彻
Bình yên	平和
dự án	项目
Tham quan	来访
Actinium	錒
Cứu trợ thiên tai	賑災
Tổ chức	籌組
Trong vòng	的內
tan chảy	铄
Dịch chuyển đỏ	紅移
Thiết bị đầu cuối	航廈
Ứng dụng	報考
chấm dứt	終止
Trở lại	揹
Peiping	北平
Tổ chức	宪法
Sảnh chính	本堂
Hu	妯
tiên phong	先鋒
Sâu	蠋
Xe lửa	訓
Nam giới	牡
Shan	颩
Shao	邵
Bao quanh	周邊
Mơ hồ	洇
cây kim	针
Karls	卡尔斯
Hamming	海明
Lỗ Tấn	魯迅
Đàn áp	剿
năm	年份
Gọi chung	合称
km	千米
Ngoại kiều	疏远
móc câu	鈎
Qi Rui	祺瑞
Ghét bỏ	謫
Cannes	戛纳
Tại thời điểm đó	那时
khí thải	排放
Có thể	可将
Tro	阿士
tổ	窠
mẫu Anh	英亩
Tsamp	糌
tiếng địa phương	白話
Linh hồn	魄
Riêng tư	民營
cải tiến	改善
Vấn đề nông thôn	鄉事
sư tử	蓸
Jiangwan	江湾
than cốc	焦
bạch dương	桦
Do Thái	犹太人
Bốn mươi bốn	四十四
Xuân	烇
titan	鈦
chim đa đa	鸪
Âm	礑
Zheng	峥
nghệ thuật	憸
Sau thảm họa	災後
không may	不幸
Shunting	调车
Stanley	赤柱
Tencent	腾讯
Jing	荆
Người ấn	德西
Tầm trung	中程
lối đi bộ	徯
Đến vùng quê, đất nước	對國
số phận	命运
Nguyên tố của cuộc sống	壮年
Ba năm	三年
Cũng được thiết lập	還設
Gái điếm	嫡
Thuế	税收
Tháp chuông	钟楼
thác	級聯
Hun	獫
chính phủ quốc gia	國府
Chen Yi	陳奕
Quận	县域
Arkansas	阿肯色
Cấp dưới	麾下
Đổi lấy	担当
Manchester United	曼聯
cảnh giác	警惕
máy bay ném bom	轰炸机
đốt cháy	燒毀
Sông Ka	卡河
cản trở	壅
Cắt	剉
Nam	纳姆
cứu hộ	捄
Đầu vào	輸入法
Hoàng tử	親王
Hu	躦
hư hại	破壞
Nhãn hiệu	商標
Gao	臯
Máy dò	测器
Hai cái kia	另外兩
Hợp Phì	合肥
Phụ trách	主理
Khu kinh doanh	業區
Trong khoảng	量約
số tiền	额
aka	或稱
sao Hải vương	海王星
Yale	耶鲁
Wong Tai Sin	黃大仙
Ông chủ	上司
Mazu	馬祖
giá ba chân	鼎
Bảo vệ	後衛
Tù nhân	囚
làm vườn	园艺
Chống lại viện trợ của Mỹ cho Hàn Quốc	抗美援朝
tác phẩm nghệ thuật	艺术品
Marshall	马歇尔
phân loại	分类
và sau đó	进而
tạp chí	彈匣
Căng ra	拻
Tham gia	與會
thờ cúng	禮拜
Sâu	蝚
trắng	皑
Chết	亡
Hai tuần	兩週
giày trượt băng	滑冰
Tham gia nhóm	隊參
Quận Giang	江区
Khác nhau	紛紜
nhà ở	宅
Sco	斯科
Giác ngộ	启蒙
Quên ghi	忘錄
Sự phẫn nộ	瞋
Trường học	校本
Keheng	顆恆
Hei	鶡
phân loại	分類
Xấu hổ	殹
kiên nhẫn	病人
Phim hoạt hình	動畫電
các bạn	你们
Người ta nói	眾說
Chơi	播放
Dài	悠久
không người lái	無人
Lớp B	乙级
Linh cẩu	鬣狗
Hori	倠
Vỏ cây	树皮
Yahoo	雅虎
Gặp	邅
Tên là	名稱為
ngày	棗
chính sách quốc gia	國策
nặng	慘重
Qi	岐
bàn giao	交出
Giống	象
cụm	星團
cấp độ	级别
Rời khỏi	離去
ấu trùng	幼蟲
Theodore	狄奧多
Rô	方格
Kết thúc	盡頭
Bên trong	内在
chữ thập đỏ	红十字会
Lou Meng	樓夢
Xincun	新村
Cũ	老舊
Triều đại nhà Chu	周朝
Dài	塱
Axit keto	酮酸
ngược lại	反之亦然
Dự án	立项
Lai	莱
Đời sống	生平
phi tiêu	鏢
Hedong	河東
Xiban	西班
phù hợp với	依據
Tái sử dụng	重用
Phối hợp	閤
Cơ thể vật lý	肉身
Đường dọc	縱貫線
trận đánh	戰事
Sho	朔
Những ngôi nhà	家們
trại	陣營
Sang nhân dân tệ	至元
ban nhạc	乐队
mã lực	马力
xeton	酮
Nghiên cứu sinh	博士生
Maharaja	大君
Dopamine	多巴胺
xảy ra	發生
người sử dụng	使用者
Lớp dưới cùng	底層
Huh	嶦
Turner	特纳
Gò	頣
Người kilômét vuông	人平方公里
Chơi đầy đủ	全劇
Cá cơm	鳀
Bảo tàng	该馆
Điểm A	甲级
Bắt lửa	起火
Kích hoạt	扳機
Tumoyama	土桃山
Tuo	沱
Đảo	海島
đối lưu	對流
Ke	轒
chỉ	公正
Bản tin	公報
Huân	渙
ban cho	贶
Có thể một	加拿
bền chặt	耐用
gió nhiệt đới	熱帶氣旋
Jing	璂
Joe	喬
Luo	洛
Đột kích	突袭
Mang tính biểu tượng	标志性
Jie	傑
Dòng và	線及
Biebe	兵衛
Dai	壂
Tra tấn	酷刑
Jin	靳
Làm sạch	清洗
nhiều hơn	不止
cuộc thi	竞赛
Sở hữu	占有
Gan	贛
Giường bệnh	病床
Cặn bã	藋
Canh	機翼
Michael	迈克尔
Vẫn	還在
Hoạt động	勱
Nhìn chằm chằm	睘
Đó	那裏
cà vạt	缯
rộng rãi	广泛
Thư giãn	弛
Các loại	类型
thể lực	體力
Hồ sơ Quận	县志
Say	醉酒
Thăm dò ý kiến	泊爾
Yi	翊
rừng nhiệt đới	丛林
không kiên quyết	徊
Chắc chắn rồi	絶
Rehe	热河
lời thỉnh cầu	请愿
Pseudo	赝
mê sảng	譫
hàng không vũ trụ	航天
Yiya	屆亞
Vịnh Causeway	銅鑼灣
Thích hợp	合适
đúng	權
Tất cả	全數
Dang	砀
săn bắn	狩
chân	足
Tiền kiếp	前世
em trai	弟弟
Nó và	它與
Gõ cửa	婏
con bò cạp	魶
Song Giang	宋江
đồng lúa	水田
Câu chuyện dài	长篇
Điều này	這條
Ả Rập Saudi	沙特阿拉伯
Chiến tranh giành độc lập	独立战争
Bắt đầu sau	後開始
Khu vực xây dựng	楼区
yamen	衙门
Giải Quả cầu vàng	金球奖
Tế bào thần kinh	神經元
Một số quốc gia	數國
Hở	啒
Li	敧
Hy Lạp cổ đại	古希臘
Qi	穠
Đàn áp	打壓
khuôn	糢
buôn lậu	走私
Ủy ban đặc biệt	特委
Nhà Hán	汉朝
Số lượng	的數
Chơi	扮演
đỉnh núi	山頂
trải qua	窣
Thẻ	卡
Mạnh	強
quán ba	攔
shad	鳓
mục đích	瞄
Daxi	大溪
Đan mạch	丹麥
Trong một thời gian	一時
Giải Người đẹp	美獎
hổ có sừng	虒
Phay	銑
rào chắn	障
Ming	溞
Đăng ký	報名
bắp chân	犢
Ủy ban Trung ương của CPSU	苏共中央
sửa	修
Tin Shui Wai	天水圍
rùa	玳
diode	二极管
Phòng chôn cất	墓室
hệ thực vật và động vật	動植物
Lin	襏
Lúc bắt đầu	一開始
Cầu vượt	天橋
cuộc nói chuyện	會談
gốc	緣起
Di	棩
bí mật	祕
Lou	婁
Cao cấp	资深
Ya	伒
Qi	鶒
Thành phố Đảo	島市
Missouri	密苏里
thảm họa	灾难
đề tài	話題
Đăng ký	报名
tiếp sức	接力
mẹ của	之母
Xihe	溪河
Hiệp sỹ	骑士
tranh chấp	争执
Thiên nga	鹔
Liên kết	联合会
Trại tập trung	集中營
Thành viên ủy ban	委員
Về hưu	退役
Sen	森
Shao	魕
đặc biệt	特別
Dài	长久
Không thành công	未果
Phiền muộn	鬱症
Chaozhong	朝中
Hội chứng	综合征
vật lý	物理
Hang	岩洞
Chengdong	城东
Nếp	礕
Một tuần	一週
Lòng tin	信託
Chính xác	矯
Tham	婪
tình hình	状况
Đội mở	隊開
Những gì bạn thấy	所見
niêm phong	篆
Zoling	佐领
Onium	鎓
ôxy	氧
Trung tướng	中将
rừng	林中
Ngoài thị trấn	出城
Tự nhiên	土生
Wei	崴
Nhấn mạnh	强调
Phát biểu	演讲
sự bất công	寃
ria	髭
Jinling	金陵
radon	氡
Trí thức	知识分子
Alpine	高山
Điều	事
Chứng khoán	证券
Tuyệt quá	伟
chạm	触
Boudoir	闺
Chiến đấu dũng mãnh lên	奮戰
Gers	热尔省
được phân loại như	歸類為
gặp	會面
Tut	啧
Tăng cường	助推
đu đủ	木瓜
Mát mẻ	酷
Chơi	遊樂
yến tiệc	宴会
chơi	縯
Lào	籞
sáu	六
què	躄
liều lĩnh	倀
cà phê	咖啡
Sân cũ	老院
con nhộng	蛹
Để nó ở đây	將此
kích thích	激發
Nâng cao	撫養
bộ sưu tập	珍藏
kho báu	宝
Xấu hổ	鷤
Yêu cầu	要求
Đứa trẻ	小孩
Những năm gần đây	近年來
trở về	歸還
vật nuôi	宠物
Hồ Dongting	洞庭湖
Chất phản ứng	反应物
bước sóng	波長
Xinzhuang	新莊
đày ải	流亡
Hàng	條線
Robert	罗伯特
khoe khoang	侘
缍	缍
Nguồn cấp	电源
Ngày là	日期為
Cách mạng quốc gia	民革
đuôi	尾巴
văn chương	文学
Poole	普爾
Không có	未經
tầm nhìn	視力
Tai	邰
kỳ quặc	奇
Stedt	施泰特
Đối với một số lý do	因故
Huns	匈人
Không đứng đắn	不雅
sỏi	砾
Quyết định cuối cùng	終決
Tạo	所創
Khám nghiệm cung điện	殿試
Abel	阿貝爾
Ông ngoại	曾祖
Hình người	人形
chậm	緩
Đối với mặt trước	為前
Ngôn ngữ	語言
thạch anh	石英
Chất xơ	纖
Tallinn	塔林
Và thông qua	並透過
Đợi đồ ăn	等為食
Jordan	喬丹
Ida	伊達
Shinshu	真宗
bom	炸弹
Thương tiếc	斮
Đã chạy	鋾
Miễn	免去
bông	綿
Xâm lược	入侵
Xe ngựa	战车
Chen	諶
thùng đựng hàng	容器
khuyến khích	促进
Chim hoàng yến	加那利
Dương	鸑
Demi	德米
Vòng đeo tay	镯
Quốc gia	国民
lấp lánh	烁
nước Hà Lan	荷兰
chính xác	糾
Ghế đầu tiên	首座
Cử nhân	士學
Trong nước	在國
tập giấy	垫
nhà ở	房屋
giao thông	交通
Sáu ngày	六日
hẹp	笮
phổ biến	通俗
gian xảo	狡
Thu hải đường	海棠
Sửa nó	修好
một chút	少許
Mỏ vịt	鴨嘴
Yun	覙
con vượn	猩
Cân nặng	份量
Schwartz	施瓦
Thầu dầu	蓖
Định nghĩa	界定
Lev	列夫
Ghế ngồi	席次
Phong cách	风情
Với	附带
qui định	治
than củi	木炭
để ý	通告
ngôi đền	神廟
liên lạc	往来
Đài truyền hình	台視
Ụt	蒣
Ngoài	齣
Thất bại	未能
Tai nạn	坠毁
Pháo	機炮
Triều đại nhà Minh	大明
tiếng kêu bíp	嘟
Jacques	雅克
Xuân	烑
nguồn	根源
Sangui	三桂
Sadamoto	贞元
Gửi đến	发给
tỉ lệ	鱗
Coi như	视为
Su	菑
Bo Fu	薄扶
Khu dân cư	住宅区
Kiêu ngạo	樈
tiếp diễn	连续
Công nghiệp nặng	重工业
Tuyển sinh	招生
tiêu cự	焦距
Thủ đô	资
Taishi	太師
Có một phần	有份
phun	歕
Hồng	粉紅色
Quảng đông	广东
hạm đội	船队
Andy	安第
lợi ích	惠
Coilia	鲚
gầm gừ	狺
bánh mì hấp	馒
Tin đồn	传言
Bilge	舭
Nâng cao	進
cột	柱
người đọc	讀者
Nhận	接獲
băng thông	带宽
Ôxít	一氧化
Thông thoáng	明了
cũng thế	亦
Zhe	轵
Tên	为名
đãi	对待
cảm thấy	觉得
cuộc hẹn	约会
cái hộp	箱
Người Mỹ	裔美国
cá tầm	鱘
Cá chép diếc	鲫
tiếng nói	語音
Herders	牧民族
Cây	厂房
Trì trệ	滯
lấy lại	取回
Tuấn	摶
ao	塘
Chiến tranh Thế giới II	二战
sự thật	真理
Shan	汕
