Túp lều	庐
Khuyến khích	擢升
Nhóm người	人組
Thế giới ngầm	黑道
Sinh sản	生殖
khu tự trị	自治區
Knicks	尼克斯
khiển trách	诮
giảm giá trị	恶化
vô danh	匿名
Đại học Thanh Hoa	清華
cây	厰
Cản trở	阻撓
Đối với	目為
Cairns	凱恩斯
Nghỉ ngơi	馀
Con tàu	該艦
bệnh da mặt	疕
Chiayi	嘉義
xấu	寙
Đa dạng	各家
chương trình	程序
lời hứa	答應
hiệu ứng	效果
Pavilion	馆
Bán Đảo Scandinavia	斯堪的纳维亚
Jiezhi	傑志
Miyaka	宮中
Buenos	布宜诺斯
Manchester United	曼联
Dòng chính	主線
scull	櫓
Ủy ban Kiểm tra Kỷ luật Trung ương	中纪委
Bờ đối diện	对岸
Tong	栱
Đề xuất	建议
Tàu du lịch	郵輪
vịt trời	凫
Tòa thánh	罗马教廷
Không hút thuốc	禁煙
Nghe	聆
thằng hề	小丑
khu vực thiên tai	灾区
gặp gỡ	会
Goss	哥斯
gió	缭
Họ sẽ	將他們
Nhàm chán	镗
Trường Hưng	长兴
cho họ	為他們
Sẽ có	有將
uy tín	名譽
thơ	诗
Cục Lâm nghiệp	林业局
nón tre	篢
con lợn	豬
Quân đội	军第
kẹp tóc	钗
Shuhan	蜀漢
Lượt xem	檢視
tiếp tục	继续
treo	掛
Tôi	亸
Huân	煥
bao gồm	包括了
Gaul	高卢
Gith	吉思
Glycine	苷酸
Riêng tư	私家
Giám đốc điều hành	特首
từ chối	下降
Người giúp việc	嬢
Leah	利亚
Ra khỏi núi	出山
tối thượng	終極
cầu vồng	彩虹
răng	齿
Miligam	毫克
Số lượng	號的
Vận tốc gốc của đạn	初速
sự nối tiếp	数列
Thay thế	轉而
tăng lên	上涨
thông gióDray	通風德雷
Lực lượng	逼使
thuộc địa	殖民地
Ngày tiếp theo	次日
Quan	琯
tập đoàn	株式会社
Đăng ký	签约
kiểu tóc	髮型
tiện lợi	便利
Ruồi Tây Ban Nha	蝥
nhà điều hành	算子
Cắt	剪
Nguyên thủ quốc gia	元首
Ji	垾
phi lý	謬
Lin	琳
Ủy ban làng	村委会
lẻn vào	潜入
Thời báo Trung Quốc	中國時報
Protease	蛋白酶
Từng cái một	逐
Ghi chú	音符
từ trường	磁場
Buồn phiền	徤
Kiêu ngạo	诣
ngắn	短暫
Tổng giá trị đầu ra	总产值
Đình công	紛爭
cứng	殭
Với	連帶
Viết thư cho	致函
Lencia	伦西亚
Okinawa	沖繩
Trừng phạt	罸
Chói mắt	衒
Shao	芍
Dong	硐
nguội đi	冷卻
Trung tâm phía bắc	中北部
thịt	肉类
Quân đoàn	軍團
gò đất	堙
người lái xe	司機
lãnh thổ	境
Sonic	声波
Đang chuyển hàng	航運
Lưu lượng máu	血流
Xia Chao	夏朝
Tang Ren	唐人
Biến mất	消失了
Có thể một	卡纳
Denver	丹佛
Mi	羋
Cobe	哥白
May chăn	绗
Ottoman	鄂圖曼
không gọn gàng	襶
Li	俬
Khuấy động	煸
Opera Đài Loan	歌仔戲
Ba con trỏ	三分球
Jiao	姣
Cùng mẹ khác cha	异母
Tát	跽
Kín đáo	預留
Âm	覼
Bảo vệ	護軍
Biên tập	辑
Cách mạng tháng Mười	十月革命
Tải	载荷
Ahmed	艾哈迈德
phi hành gia	太空人
thang máy	抬
Dương châu	扬州
chứng điên cuồng	蛊
Mộc qua	榅
Đã qua đời	去世
Ge Liang	葛亮
Sui	蔹
huy chương	勳章
Hun	禸
Mã là	碼為
La tinh hóa	拉丁化
cử đi	牒
mùi	聞
Khu vực đài loan	臺灣地區
Qi	鐀
Lên	髾
Khu vực thái bình dương	太平洋區
đẩy lùi	击退
Không có đảng viên	無黨籍
Luân	欒
Dài	暳
chân	腳
Món ăn	饔
phân phối	分发
mùa vụ	农作物
Thay vì	與其
Mạnh	强盛
Họ ngôn ngữ	语族
Tự vệ	自卫
Trường đại học bình thường	师范大学
Đen	黓
Ed	艾德
Ghen tuông	讱
Hukou	戶口
Nội bộ	對內
Pterodactyl	翼龍
đánh	击
Ý nghĩa	含義
súng máy	机枪
Tuấn	榟
Quang học	光学
Thẩm phán	县长
Gần	将近
Hậu duệ	后人
may mặc	服飾
Đồng ký	連署
Loạt	丛书
chú ý	睬
Xe điện	电车
nuốt	鳦
Kiêu ngạo	戓
Mưa sao băng	流星雨
nước Đức	德省
Và kể từ khi	並自
con bò cạp	蛃
Con la	骡
Ito	伊藤
vô luân	不道德
ước tính	估
Kinh nghiệm	身受
quạt	扇
trị liệu	疗法
món ăn	食品
Quận	县属
tháng Ba	進軍
Bệnh nặng	病危
Làn sóng mới	新浪潮
bên	侧
mong manh	嫋
Mát xa	按摩
tham	骛
Toàn quân	全軍
gạc	鹿角
sòng bạc	赌场
Khi nào	時卻
Nắm quyền	執政
Lu	龗
làm sao	怎么
Alexander	亞歷山大
Spartan	斯巴達
Trúng tuyển	出選
Với	與之
Điểm chuẩn	基準
Giải phóng	上映
Quốc gia	的國
Myanmar	缅
làm phiền	烦
Máy dò	測器
tính cách	性格
Nitz	尼茨
Định nghĩa	定義
đơn vị	機組
thứ mười	第十
Tín đồ	教徒
Kiềm chế	抑
chung	常見
Hợp tác	协同
James Soong	宋楚瑜
cao hơn	高等
cách mạng	革命家
kiểu	打字
Con trai	儿子
Gần với	接近
buồng	内閣
Izumo	出雲
Như nhau	均勻
Cây rơm	叠
Ghim	蒎
Pháp luân	法轮
máy dò	探测器
sỏi	石块
Cannonball	砲彈
Lak	拉克
Dòng chữ	碑刻
Phòng triễn lãm	陈列馆
sương	露
Chiếc phà	渡轮
Hai số không	二零
lặp đi lặp lại	沓
Bundesliga	德甲
Đội	班底
Luộm thuộm	悋
Thay đổi thành	換為
kiểm tra	试验
Màu xanh da trời	為藍
Đất đai	陆路
Thượng Dương	商鞅
Varang	瓦朗
Chen Wen	陳文
Cho hơn	為過
bận	繁忙
Tăng	増
thú vật	动物
Trung ương Đảng	党中央
Miko	美子
lính	军人
Giảm giá	发售
polyme	聚合物
hết hy vọng	惆
Qi	秡
thưởng thức	享有
Xưởng đóng tàu	造船廠
hệ thống	係
Cúp nhà	家盃
Canthus	眦
Das	達斯
ẩn giấu	隱瞞
Sự vi phạm	侵权
Rhine	莱茵省
động cơ	马达
Được bầu là	當選為
Mạng lưới điện	电网
Phi công	飛行員
Mẹ	母體
phi	抛
Thiết lập một trạm	設站
Nhẹ nhàng	略微
trò chơi	游戏
Khen ngợi	歌颂
Nho giáo	儒學
ngẫu nhiên	隨意
vụ bê bối	丑闻
Nhóm	組別
tạm ngừng	停頓
Phía sau	部後
Đàm phán	商议
Dòng và	線與
Điện dung	容性
Yor	侑
Disco	迪士
chủ nghĩa dân tộc	民族主义者
Phải	渥太
Về lúc	約在
xúc phạm	冒犯
Thiên nhiên	大自然
Higgin	希金
Nhìn chằm chằm	睱
bếp trưởng	厨师
đậu hũ	豆腐
California	加利福尼亚
Thuê	聘任
Trả	缴纳
Sống động	活泼
Phòng nghiên cứu	研究室
đỉnh núi	嶁
Bài ca đi học	校歌
Lu	闾
Người biểu tình	抗议者
So với	比作
ủng hộ	扶植
Rồng và phượng	龙凤
Bìa lồng	笼盖
viện sĩ	院士
Lượng mưa	降水量
Gọi nó đi	稱其為
Ghen tuông	遆
Ankylosaurus	甲龍
Nhận vào	錄取
biên giới	邊疆
Băng nhóm	硔
Lính đánh thuê	傭兵
xoáy	瀠
Nồi	瓅
Làng đá	石村
Yan	郞
Sự căng thẳng, quá tải	株
bằng cấp	资格
Pang	庞
Chứng tự kỷ	自閉症
cam kết với	承诺
phân loài	亞種
nhân lực	人手
lãnh thổ	领地
So sánh	比较
Pháp	法器
Lin	蔿
ẩn giấu	囥
Gọi là	稱作
Của việc học	的學
tranh chấp	糾紛
Troyes	特鲁瓦
bên trong và bên ngoài	內外
vấn đề	问题
cung điện	宫
Công việc khó khăn	刻苦
chức vô địch	錦標賽
Phổ biến hơn trong	多见于
Trước hôn nhân	婚前
bùng nổ	轟
Giảm	减小
cột mốc	里程碑
cốc thủy tinh	玻璃
nguyên âm	母音
nhiều lần	屢次
Quân đội mở	軍開
non nớt	雛鳥
Assen	阿森
đũa	箸
Tác phẩm được sưu tầm	文集
Chengde	承德
Chỉ đứng sau	仅次于
Kou	寇
Hậu Thanh	晚清
chính thức	正式
Buồn phiền	挀
Sasa	笹
Theo nó	依其
Trang Chủ	家用
Tất cả các cách	一路
mua, tựa vào, bám vào	购
Tăng đoàn	僧團
Lai	籒
Ningxiang	宁乡
Thắng lợi	勝
Dương châu	扬州市
Giảm xuống	降為
điện	電動
Thăng thiên đúng	赤經
Zhuang Xiang	庄乡
Fu	褔
đường dài	长途
kiêu ngạo	自大
Từ	出於
mu	亩
Ayumi Hamasaki	濱崎步
Cơ sở	房地
Hợp nhất thành	並成
Chong	骕
Đầu dòng	行首
Đã hoàn thành	竣工
Sương mù	霭
Giám đốc	司長
Lhasa	拉萨
Trung tâm	央
xếp hàng	排隊
Sách giáo khoa	教科文
Nông thôn	郊野
Anda	安大
Vừa mở	剛開
Nhà Hán	漢朝
Michelle	米歇尔
Sự sống còn	殘存
Tiêu điểm	聚焦
Đã hết hạn	屆滿
Chipset	晶片組
Ngay sau khi	對後
Cục thống kê	统计局
Ibn	伊本
điện dung	電容
Đời sống ký sinh	寄生生活
Chùa Phật giáo	佛寺
Con nuôi	養子
Tư Mã Ý	司馬懿
lở đất	滑坡
Quan	鎷
tại sao	為什麼
nội trợ	主婦
huy chương vàng	金牌
Có thể gọi là	堪称
Torii	鳥居
Nhà thực vật học	植物学家
tan chảy	熔
dán	糊
bữa ăn sáng	早餐
Jingmei	景美
Máng trượt	魯閣
Gần gũi	親近
Nước Ý	意大利
Hu	蚠
Phê chuẩn	處分
Luther	路德
Khánh thành	就职
Cường điệu	炒作
Michigan	密西根
nhiệt tâm	热心
Ngọc bích	翡翠
vẽ tranh	繪製
Bộ	部委
thư	邮
hình dạng	塑造
mười bốn	十四
Cây	椥
màu xanh lá	绿
Hoàng dương	煬帝
Mở ra thế giới bên ngoài	對外開
của tôi	矿山
câu hỏi	題
Dịch	譯作
Kai	愷
cá	漁
khán giả	听众
ánh lửa	煟
Mức độ thứ hai	二度
hiểu biết	懂
cờ đỏ	红旗
Tỉnh	该省
Montgomery	蒙哥马
vượt qua	克服
Lo lắng	悙
Tin tức	聞節
hợp đồng	合同
Pei	珮
Lịch sử đội	隊史
Hugo	雨果
Được đặt tên	名为
Cao nguyên	塠
nhà trọ	旅馆
Ya	犽
chảo-	汎
Quên	遗忘
tiền công	工資
tận thế	天啟
hơn	更加
cho đến khi	為止
Chi	墀
Ngọc trai	明珠
Tên	名號
Đền hoàng đế	帝庙
Trò chơi phiêu lưu	冒險遊戲
Kéo	抠
hộ tống	护航
quanh co	逦
Zhen	珍
được chia thành	劃分為
nước Đức	德意志
Lính đường sắt	铁道兵
Hoàng phúc	皇甫
Tổng giám đốc	總幹
Vski	夫斯基
Sự chảy máu	出血
dàn nhạc giao hưởng	交响乐团
Grady	格拉底
Anbang	安邦
ngọc bích	瑭
Minsk	明斯克
Ngoài	出局
Trung và	中與
Hỗ trợ	輔佐
Anji	鯷
Xi	岻
khách hàng	顾客
Giám sát	监察
Yitian	倚天
Ban đầu	本為
Phiền muộn	悪
Hein	海因
Giá cả	成本
Hai nhóm	兩組
Khung xe	底盤
Các nhà hoạt động	主義者
Lên kế hoạch cho	定于
hàng đầu	頂端
Di sản	遗留
Có thể để	能讓
Cuốn sách này	一書
đặc biệt	特殊
sự độc quyền	壟斷
Môn học	课题
Bạn	誎
Nạn nhân	受害人
vàng	黄金
bối rối	汩
Sẽ lựa chọn	會採
Đặt	投放
Yun	恘
Kun	焜
Shengbao	生報
Bian	汴
Phần thưởng	酬
Sôi sục	慙
Vội vàng	涔
Rong	荣
đạo Hồi	伊斯蘭教
tin đồn	谣
Bầu cử quốc hội	議會選
Giữ	憻
Khang Hy	康熙
Ling	苓
kéo tay áo lên	揎
diệc	鷥
Trong phim	片中
Đi nước ngoài	出国
Đường County	縣道
hút	吮
Trận đấu quân sự	軍賽
Lớn hơn	年长
quân phục	軍裝
Thánh địa	麦加
Đưa cho	付出
Hiệu sách	書局
quyền lực	強大
ở gần	邇
Thay đổi	剤
kết thúc	端
giải cứu	营救
Shao	杁
xuong xe	下車
phần còn lại	其余
Sự phối hợp	配位
KMB	九巴
Kur	库尔
Tát	臞
Nguyên	原創
Lân lượt tưng ngươi một	相繼
nhà tù	囹
Trường trung học cơ sở	初级中学
Sạc điện	电荷
Maki	蒔
Chứng khoán	證券
đường	途
Nhà Minh	明朝
Đối với	為於
gian hàng	楼阁
Kỹ lưỡng	精心
tuyệt vọng	嗒
cũ	老
Jian	枧
Hoa Kỳ	合國
Giỏi về	善于
Khiêm tốn	磤
Tốc độ gió	風速
Dịp	際
khó khăn	韧
Furfur	呋
Yu	驫
Một PO	阿波
Nhân dân tệ	瑗
Bị hạ bệ	廢黜
Hải lý	海里
Linh mục trưởng	主祭
Quân miền đông	東軍
Giả mạo	假借
may mắn	幸運
Hu	禩
Thờ cúng	祀
Ga cuối	总站
liệu	是否
Thủ tướng	總理
Cuối của phía đông	東端
Dưỡng dục	養育
bộ trưởng, mục sư	臣
Tát	擳
tai	耳
Xen kẽ	插播
Riel	瑞尔
Đặt nằm	居士
Đề cử	提名
thợ mộc	匠
huỳnh quang	熒
tên nick	诨
một phần mười	十分之一
hồi phục	复建
buồng trứng	子房
tham dự	参与
Co giật	癎
Hổ trắng	白虎
tải	負載
Âm nhạc	樂曲
Williams	威廉姆斯
bốn	四
Quân đội Anh	英軍
Gengxu	庚戌
kiểm tra	支票
Rơi vãi	掉落
riêng	私下
Tochi	栃
Ying	滎
ngốc nghếch	傻
Sem	瑟姆
Chạm tới	抵
chủ nhân	業主
vỗ nhẹ	拊
Senegal	塞内加尔
Bản ballad	歌謠
bonito	鰹
phun	噗
cao quý	贵族
Sâu	蚆
Tiền lương	薪金
vượt qua	传
sư tử	獅子
Liberia	利比里亚
Thành phố vô tích	无锡市
Bê tông	混凝土
Tỉnh miền tây	西省
geld	騸
đứa trẻ	仔
Câu hỏi	質詢
Tàu	艘
Nhượng lại	割让
Người già	老年人
nhà văn	文学家
Đài phát thanh	电台
cây củ cải	葑
Thống trị	覇
sự đối xử	治疗
háng	裆
lý do	理由
Ca hát	唱腔
ăn cướp	搶劫
Nào	來對
Chính quyền	政体
độ tin cậy	可靠性
Zhu	菚
Huy hiệu	紋章
Nhón	撮
Nhóm C	丙組
Bashful	臩
Phương tiện truyền thông	傳媒
duyên dáng	迷人
Phù hợp	菲特
Ba ngày	三日
Goguryeo	高句丽
Trước mặt	車頭
Chính thống giáo	正教
Số bốn	四号
Stoke	沲
sự phản đối	异议
Nhân nhượng	绥靖
Đông Trung Quốc	華東
Gửi quân đội	发兵
Bầu cử bổ sung	補選
shad	鰣
Đặt hàng	勒令
đảo Marshall	馬紹爾群島
bán đảo	半島
bão hòa	饱和
Deng	邓
tuabin	涡轮
Chất lượng nước	水質
san hô	珊瑚
nhà thờ Công giáo	天主教会
Lian	濂
cách phát âm	读音
Versailles	凡尔赛
Aisha	爱沙
Niang	尼昂
Tiểu bang Mexico	墨西哥州
Thẻ	孒
đưa cho	给予
Gọi chung	總稱
Nipa	尼派
Đào rãnh	绖
Và tham khảo	並指
Cắt	剳
Li	鴎
ghi bàn	評分
Phía Nam California	南加州
Gangomorpha	綱鮋形目
đường kính	直徑
Nước hiệp ước	约国
Cánh cổng	之門
Độ nóng chảy	熔点
Mỗi năm	每年
trớ trêu	讽刺
Dơi	蝠屬
Các nhà hoạt động	主义者
Cỏ	草属
Riêng tư	民办
đi lại	徉
Đông Trung Quốc	华东
Nhận định	定論
thành phố	都市
Che đậy	揜
Hoặc là	或是
Hạt Luo	羅縣
Wan	脁
Thay thế	另類
Hạt	各縣
Vẽ tranh	汲
Bộ Trưởng Tư Pháp	检察长
Hamilton	哈密顿
sản xuất	产生
Lãnh sự	領事
Bang	昐
Quản lý trường học	校董
tăng	增长
chuyến du lịch	游览
Giả vờ là	裝為
Sững sờ	懀
hoàn thành	完备
khó khăn	难
Tin đồn	據傳
Rakka	拉卡
học hỏi	学会
cây lau	苇
chiến thắng	勝利
Trong cung điện	宮內
Như thể	儼
Hành tinh lùn	矮行星
Gọi là	被召
Tên	人名
Có hiệu lực	得力
Khoa tiếng trung	中文系
Tanaka	田中
Quá khứ	過往
hòa hợp	和睦
Khen ngợi	褆
Mand	曼德
Màu sắc	花色
Quân đội trong	軍在
Tianfu	天福
tuyệt quá	伟大
nước Đức	德國國
đau đầu	頭痛
đỏ	赤
Diễn xuất	署理
người môi giới	经纪人
Nhân Viên	參謀
cấp quốc gia	国家级
lịch trình	進度
lập kế hoạch	规划
khổ sở	悒
mồm	觜
Nhượng bộ	租界
Lá thư	致信
khu vực	扇形
tiếng ồn của sóng biển	漰
Đồ dùng	器物
Bị giết	被害
kích thích	激勵
ngã	摔
Yau Tong	油塘
bến tàu	坞
kịch	戏剧
Rỗng	中空
mờ mịt	曀
Bao gồm	劃入
Dịch vụ	务
Bộ	寘
Nhặt lên	攟
Mại dâm	產主義
缡	縭
Chống qing	抗清
Caesar	凯撒
Vết trầy	揔
Người chơi giá trị	價值球員
Xi	昔
Nheo mắt	睟
Ren như	任為
byte	字节
Tin tức	訊
Kỹ thuật	工學
Phiền muộn	洼
Chu	楮
Bởi vì	因於
côn trùng	昆蟲
Consortium	財團
Ba mươi sáu	三十六
Ming	鸣
chảy máu	流血
hội,, tổ hợp	组装
Liệt sĩ	烈士陵园
Cặp đôi	耦
Trả	払
cáo	蓪
giỏ làm bằng cói	籚
Cấp	順位
bất động sản	財產
An	垵
Câu lạc bộ bóng đá	足球會
Nasi	纳西
Đánh bại	擊潰
Điên	谆
Tucker	塔克
Hoắc	藿
Hạ xuống	裔
Hiển nhiên	自明
Sau khi đầu hàng	投降後
Lang băm	佊
đạn	子彈
Âm	眞
Cổng	盖茨
Yu	昱
nghĩa trang	陵园
Máy tính bảng	牍
giấy phép	准許
Sau khi trở về	歸後
Vội vàng	溓
Các biến thể	變體
giá bán	价格
Xem lại	改判
Tỉnh Tottori	鳥取縣
Thành phần chức năng	功能界別
Enshi	恩施
Bù lại	偏移
Chủ tịch	董事長
Thành phố Hara	原市
Vacker	伐克
Nedi	涅狄
Trong dòng	線內
đồng	铜
Ga tàu	驛
Hạt Mei	梅县
Băng nhóm	蟸
Hoài Hà	淮河
khiển trách	诃
Hàng chục	数十
nhìn chằm chằm	睽
thế chấp	抵押
tiết lộ	透露
Máy bay chiến đấu	战机
lơi noi va hanh động	言行
trơn tru	畅
Lucy	露西
Kang	畂
Thăm dò ý kiến	民調
Claude	克劳德
Đặc trưng	特點
Newcastle	紐卡
thợ làm bánh	貝克
tôn kính	荣誉
Sự thù ghét	仇恨
chim cun cút	鹑
Đột ngột	橁
nghĩa là	意味著
để trần	龇
Âm	稥
Li	蠎
niobium	铌
Quebec	魁北
bướng bỉnh	顽
kho chứa	场站
Độc thân	單曲
Đào tạo	受訓
Quan sát	視察
Đại khái	大致上
Bộ	所設
Nước cạn	淺水
Suy luận	推算
Đặt hàng	吩咐
Dây chuyền sản xuất	產線
Hệ thống tinh thể	晶系
Ủy ban kiểm tra kỷ luật	纪委
nguyên nhân lớn	大業
Ghen tuông	揷
Quen biết	熟知
Bắc Âu	北歐
Đài truyền hình	電視臺
Hum	吽
nến	燭
Cao hơn	高于
Cảnh sát trưởng	警長
thư viện	文库
Tưởng	蒋
Phúc châu	福州市
Xiuquan	秀全
chiếm lấy	攻陷
Tuyệt quá	餜
Chang Zhang	長張
ủng hộ	支
cá nhân	單人
ngành công nghiệp	业界
răng không đều	齬
Dan	儋
bàn luận	商量
Không hỏi được	索不
cầu	橋
Mới	紐
nhà máy	工廠
cung điện	宮廷
Và mở ra	並開
nhân bản	克隆
Tương lai	将来
Nước	沃特
Hà	嗧
Nietzsche	尼采
Cho thuê	租借
Trên thế giới	世上
xà lan	驳
Học tập	學藝
bánh ngọt	蛋糕
Dừng lại	塞音
Tan	坦
Hausen	豪森
Jiongming	炯明
thông qua	途经
kẻ trộm	賊
giữa	之间
Atlantic	大西洋
bỏ cuộc	放弃
Xu	胥
ký tên	招牌
đấu thầu	溫柔
kỷ luật	纪律
Zhu	濶
Âm	莾
Đầm	大坝
Tong Jian	通鉴
cầu vồng	蝀
Tên	姓
nhóm	群
Tấn	勋
Bunbe	文部
Làm cong	經發
Có ở đó không	在沒
Cá	鱼类
Sirius	天狼星
cộng đồng	共同體
Xiao	潇
Đào mương	堑
Tát	濓
Lên ngôi	即位
Uỷ ban	佣
Đà điểu	鸹
Dâng trào	涌
Nanliang	南梁
Sự gắn kết	凝聚
Cắt	剕
Các hãng hàng không của Mỹ	美國航空
Nhân dân tệ	媛
Dài	竩
phỏng đoán	揣
lụa	紬
Bảo trợ	客量
Quốc gia	囯
Tinh Kanagawa	神奈川縣
Ghế phụ	子座
hải quỳ	海葵
Tên trường	校名
Albert	艾伯
Nghẹt thở	扼
Chạy xuyên qua	纵贯
Hom	埳
Houston	休斯敦
Tiếp tục	矣
ngay	立即
Tên trang web	站名
Liang Zhenying	梁振英
Sabah	沙伯
Yan	剻
tính cách	字符
Trang thiết bị	设备
Anh giáo	聖公
Cờ vua quốc tế	國際象棋
Phố Wall	华尔街
Thành thị và nông thôn	城乡
Và mang lại	並帶
Axit amin	氨酸
Tình cờ gặp	躚
khuyết điểm	瑕
Baodiao	保钓
Không có bữa tiệc	無黨
sau đây	下面
gỗ đàn hương	檀
Cáp treo	纜車
Xoay	匝
vật chất	素材
Tang	旽
chế độ	模式
Đếm theo	数以
Xuống	宕
Xuân	瑃
Yan	妍
Trừng phạt	制裁
màu xanh da trời	青色
Thùng rác	賓
đặt hàng	訂購
Uy tín	美譽
chỉ huy	命令
địa điểm cắm trại	營區
cô đơn	寂寞
ổn định	稳
gốc	淵源
Đại học Luân Đôn	倫敦大學
Amster	阿姆斯特
chậm	缓慢
Kitt	基特
Hoảng loạn	讃
Hoa loa kèn	芠
iốt	碘
Không thích	嫌
Tello	特洛
lượng tử	量子
Ẩm	湿润
lực lượng	部队
rối loạn	動盪
Sửa đổi	修正案
hệ thống	系統
treo	挂
Philippines	菲律宾
Nobel	诺贝尔
thiết lập	设定
Taiyuan	太原
Chết	歿
quá khứ	過去
Quận Tsuen Wan	荃灣區
chuồn chuồn	虻
Oman	阿曼
Dập tăt	熄
làm rõ	澄清
chiếc phà	渡口
Mary	瑪莉
Đây	兹
Yong	镙
Tin lành	新教徒
Bài đăng	發後
phía đông	東面
Dong	侗
Nuthatch	鳾
Mạnh	為強
Dấu hiệu cuộc gọi	呼号
Sumu	苏木
Trung Hoa cổ đại	古汉语
Là khi	是當
Tội lỗi	疚
Đi ngược lại	違背
Điều lệ	宪章
